pattern,blur_sigma,quality,chroma_sampling,baseline_path,candidate_path,candidate_path_description,encoded_bytes_equal,quantization_tables_equal,component_signatures_equal,baseline_size_bytes,candidate_size_bytes,candidate_to_baseline_size_ratio,decoded_pixels_equal,decoded_pixel_mae,decoded_pixel_max_abs_error,decoded_changed_pixel_fraction,laplacian_candidate_to_baseline_ratio,tenengrad_candidate_to_baseline_ratio
chromatic_stripes,1,95,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,25451,25451,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,1,95,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,25451,25451,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,1,95,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,25451,19333,0.759617,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,50,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,15406,15406,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,50,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,15406,15406,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,50,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,15406,11751,0.762755,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,50,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,9050,9050,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,50,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,9050,9050,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,50,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,9050,6998,0.773260,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,75,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,20849,20849,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,75,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,20849,20849,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,75,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,20849,16391,0.786177,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,75,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,11962,11962,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,75,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,11962,11962,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,75,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,11962,9506,0.794683,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,95,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,40282,40282,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,95,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,40282,40282,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,95,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,40282,30848,0.765801,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,95,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,24558,24558,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,95,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,24558,24558,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,2,95,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,24558,19494,0.793794,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,50,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,13411,13411,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,50,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,13411,13411,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,50,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,13411,10298,0.767877,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,50,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,7927,7927,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,50,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,7927,7927,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,50,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,7927,6199,0.782011,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,75,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,18802,18802,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,75,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,18802,18802,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,75,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,18802,14843,0.789437,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,75,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,11414,11414,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,75,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,11414,11414,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,75,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,11414,9125,0.799457,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,95,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,33539,33539,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,95,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,33539,33539,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,95,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,33539,25707,0.766481,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,95,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,20856,20856,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,95,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,20856,20856,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
chromatic_stripes,3,95,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,20856,16674,0.799482,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,50,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,5761,5761,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,50,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,5761,5761,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,50,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,5761,5009,0.869467,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,50,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,3975,3975,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,50,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,3975,3975,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,50,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,3975,3390,0.852830,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,75,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,9089,9089,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,75,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,9089,9089,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,75,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,9089,8341,0.917703,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,75,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,5827,5827,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,75,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,5827,5827,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,75,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,5827,5203,0.892912,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,95,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,20591,20591,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,95,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,20591,20591,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,95,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,20591,19025,0.923947,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,95,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,12839,12839,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,95,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,12839,12839,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,0,95,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,12839,11879,0.925228,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,50,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,5028,5028,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,50,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,5028,5028,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,50,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,5028,4220,0.839300,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,50,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,3541,3541,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,50,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,3541,3541,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,50,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,3541,2896,0.817848,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,75,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,7397,7397,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,75,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,7397,7397,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,75,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,7397,6634,0.896850,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,75,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,4969,4969,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,75,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,4969,4969,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,75,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,4969,4318,0.868988,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,95,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,15325,15325,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,95,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,15325,15325,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,95,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,15325,13983,0.912431,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,95,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,10464,10464,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,95,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,10464,10464,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,1,95,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,10464,9451,0.903192,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,50,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,4750,4750,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,50,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,4750,4750,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,50,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,4750,3898,0.820632,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,50,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,3321,3321,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,50,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,3321,3321,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,50,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,3321,2648,0.797350,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,75,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,6926,6926,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,75,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,6926,6926,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,75,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,6926,6184,0.892867,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,75,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,4568,4568,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,75,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,4568,4568,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,75,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,4568,3921,0.858363,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,95,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,14008,14008,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,95,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,14008,14008,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,95,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,14008,12677,0.904983,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,95,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,9412,9412,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,95,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,9412,9412,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,2,95,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,9412,8454,0.898215,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,50,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,4567,4567,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,50,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,4567,4567,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,50,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,4567,3712,0.812787,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,50,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,3195,3195,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,50,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,3195,3195,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,50,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,3195,2513,0.786541,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,75,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,6592,6592,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,75,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,6592,6592,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,75,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,6592,5837,0.885467,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,75,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,4355,4355,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,75,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,4355,4355,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,75,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,4355,3702,0.850057,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,95,444,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,13520,13520,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,95,444,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,13520,13520,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,95,444,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,13520,12269,0.907470,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,95,420,opencv_quality,pillow_quality,"Pillow numeric quality, default Huffman coding",1,1,1,8988,8988,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,95,420,opencv_quality,pillow_explicit_dqt,Pillow explicit OpenCV-extracted DQT tables,1,1,1,8988,8988,1.000000,1,0.000000,0,0.000000,1.000000,1.000000
colored_targets,3,95,420,opencv_quality,pillow_optimized,"Pillow numeric quality, optimized Huffman coding",0,1,1,8988,8091,0.900200,1,0.000000,0,0.000000,1.000000,1.000000
