pattern,gradient_axis_degrees,condition,blur_model,defocus_radius,motion_length,motion_angle_degrees,relative_motion_angle_degrees,noise_std,metric,trials,score_mean,score_sample_std,score_p10,score_median,score_p90,ratio_mean,ratio_sample_std,ratio_p10,ratio_median,ratio_p90
grating_45,45,defocus_r5,disk_defocus,5,,,,5,laplacian_variance,10,551.549573,2.919514,548.780416,551.250393,555.174722,0.816980,0.000845,0.815933,0.816959,0.817936
grating_45,45,defocus_r5,disk_defocus,5,,,,5,tenengrad_energy,10,19146.823904,12.892648,19128.029278,19149.760986,19157.570926,0.341340,0.000083,0.341253,0.341351,0.341430
grating_45,45,defocus_r5,disk_defocus,5,,,,15,laplacian_variance,10,4571.535502,32.461559,4529.999365,4576.230386,4611.963286,1.014924,0.001720,1.012815,1.015114,1.016518
grating_45,45,defocus_r5,disk_defocus,5,,,,15,tenengrad_energy,10,23900.498062,93.571034,23803.502048,23901.545945,23980.569721,0.396478,0.000821,0.395647,0.396363,0.397221
grating_45,45,motion_l5_a0,linear_motion,,5,0,45,0,laplacian_variance,10,140.990127,0.000000,140.990127,140.990127,140.990127,0.818227,0.000000,0.818227,0.818227,0.818227
grating_45,45,motion_l5_a0,linear_motion,,5,0,45,0,tenengrad_energy,10,49203.179260,0.000000,49203.179260,49203.179260,49203.179260,0.886510,0.000000,0.886510,0.886510,0.886510
grating_45,45,motion_l5_a0,linear_motion,,5,0,45,5,laplacian_variance,10,643.657219,3.339401,639.940747,643.256301,647.873429,0.953414,0.000653,0.952737,0.953175,0.954202
grating_45,45,motion_l5_a0,linear_motion,,5,0,45,5,tenengrad_energy,10,49795.062558,24.446407,49757.216491,49801.854172,49813.176999,0.887722,0.000029,0.887687,0.887736,0.887751
grating_45,45,motion_l5_a0,linear_motion,,5,0,45,15,laplacian_variance,10,4573.424826,31.971092,4532.196286,4581.939093,4609.047222,1.015343,0.000818,1.014504,1.015297,1.016181
grating_45,45,motion_l5_a0,linear_motion,,5,0,45,15,tenengrad_energy,10,54312.953406,117.635504,54191.421039,54306.215241,54435.781225,0.900984,0.000212,0.900737,0.900969,0.901245
grating_45,45,motion_l5_a45,linear_motion,,5,45,0,0,laplacian_variance,10,118.677155,0.000000,118.677155,118.677155,118.677155,0.688735,0.000000,0.688735,0.688735,0.688735
grating_45,45,motion_l5_a45,linear_motion,,5,45,0,0,tenengrad_energy,10,43625.918091,0.000000,43625.918091,43625.918091,43625.918091,0.786022,0.000000,0.786022,0.786022,0.786022
grating_45,45,motion_l5_a45,linear_motion,,5,45,0,5,laplacian_variance,10,621.343042,3.049805,618.359048,620.993146,625.084167,0.920363,0.001385,0.919158,0.920049,0.922098
grating_45,45,motion_l5_a45,linear_motion,,5,45,0,5,tenengrad_energy,10,44218.619766,22.970217,44183.081488,44226.359391,44234.312546,0.788307,0.000053,0.788248,0.788315,0.788372
grating_45,45,motion_l5_a45,linear_motion,,5,45,0,15,laplacian_variance,10,4603.149425,32.003835,4561.646835,4610.283409,4640.577860,1.021942,0.001137,1.020650,1.022302,1.022824
grating_45,45,motion_l5_a45,linear_motion,,5,45,0,15,tenengrad_energy,10,48885.057086,117.075333,48758.973294,48883.558746,48998.623550,0.810942,0.000412,0.810441,0.810885,0.811582
grating_45,45,motion_l5_a90,linear_motion,,5,90,45,0,laplacian_variance,10,140.990127,0.000000,140.990127,140.990127,140.990127,0.818227,0.000000,0.818227,0.818227,0.818227
grating_45,45,motion_l5_a90,linear_motion,,5,90,45,0,tenengrad_energy,10,49203.179260,0.000000,49203.179260,49203.179260,49203.179260,0.886510,0.000000,0.886510,0.886510,0.886510
grating_45,45,motion_l5_a90,linear_motion,,5,90,45,5,laplacian_variance,10,643.762743,3.348528,640.153345,643.656966,647.378993,0.953571,0.000965,0.952321,0.953556,0.954847
grating_45,45,motion_l5_a90,linear_motion,,5,90,45,5,tenengrad_energy,10,49795.627774,24.356878,49757.132983,49804.234298,49811.622318,0.887732,0.000043,0.887690,0.887726,0.887787
grating_45,45,motion_l5_a90,linear_motion,,5,90,45,15,laplacian_variance,10,4574.035005,31.371664,4533.484052,4581.897258,4609.908218,1.015479,0.000774,1.014571,1.015662,1.016414
grating_45,45,motion_l5_a90,linear_motion,,5,90,45,15,tenengrad_energy,10,54316.464172,122.047621,54186.312476,54305.932220,54441.685126,0.901042,0.000269,0.900653,0.901039,0.901339
grating_45,45,motion_l5_a135,linear_motion,,5,135,90,0,laplacian_variance,10,144.827881,0.000000,144.827881,144.827881,144.827881,0.840500,0.000000,0.840500,0.840500,0.840500
grating_45,45,motion_l5_a135,linear_motion,,5,135,90,0,tenengrad_energy,10,54045.583710,0.000000,54045.583710,54045.583710,54045.583710,0.973757,0.000000,0.973757,0.973757,0.973757
grating_45,45,motion_l5_a135,linear_motion,,5,135,90,5,laplacian_variance,10,647.499431,2.880914,644.524534,647.136351,650.833799,0.959109,0.001354,0.957922,0.958637,0.960697
grating_45,45,motion_l5_a135,linear_motion,,5,135,90,5,tenengrad_energy,10,54637.314993,25.622675,54597.431397,54646.514847,54654.064334,0.974047,0.000035,0.974016,0.974041,0.974093
grating_45,45,motion_l5_a135,linear_motion,,5,135,90,15,laplacian_variance,10,4500.498589,30.811507,4460.969921,4508.547578,4533.144026,0.999153,0.000442,0.998620,0.999194,0.999559
grating_45,45,motion_l5_a135,linear_motion,,5,135,90,15,tenengrad_energy,10,58904.097150,120.680202,58784.657590,58890.613968,59029.739804,0.977146,0.000119,0.977024,0.977127,0.977312
grating_45,45,motion_l9_a0,linear_motion,,9,0,45,0,laplacian_variance,10,101.110123,0.000000,101.110123,101.110123,101.110123,0.586786,0.000000,0.586786,0.586786,0.586786
grating_45,45,motion_l9_a0,linear_motion,,9,0,45,0,tenengrad_energy,10,35395.694122,0.000000,35395.694122,35395.694122,35395.694122,0.637736,0.000000,0.637736,0.637736,0.637736
grating_45,45,motion_l9_a0,linear_motion,,9,0,45,5,laplacian_variance,10,603.752102,3.367742,600.058589,603.434966,608.558724,0.894304,0.001282,0.892929,0.894085,0.895468
grating_45,45,motion_l9_a0,linear_motion,,9,0,45,5,tenengrad_energy,10,35989.957602,19.756937,35959.792182,35996.543472,36004.074668,0.641611,0.000058,0.641540,0.641626,0.641672
grating_45,45,motion_l9_a0,linear_motion,,9,0,45,15,laplacian_variance,10,4615.467324,33.851844,4572.473204,4622.307716,4656.650703,1.024675,0.001467,1.023272,1.024719,1.026367
grating_45,45,motion_l9_a0,linear_motion,,9,0,45,15,tenengrad_energy,10,40726.762668,107.722873,40614.403366,40726.389938,40831.009036,0.675606,0.000505,0.675067,0.675585,0.676218
grating_45,45,motion_l9_a45,linear_motion,,9,45,0,0,laplacian_variance,10,63.348114,0.000000,63.348114,63.348114,63.348114,0.367637,0.000000,0.367637,0.367637,0.367637
grating_45,45,motion_l9_a45,linear_motion,,9,45,0,0,tenengrad_energy,10,21886.105286,0.000000,21886.105286,21886.105286,21886.105286,0.394329,0.000000,0.394329,0.394329,0.394329
grating_45,45,motion_l9_a45,linear_motion,,9,45,0,5,laplacian_variance,10,565.841107,3.042574,562.663088,565.588711,569.920974,0.838150,0.001711,0.836165,0.837811,0.839852
grating_45,45,motion_l9_a45,linear_motion,,9,45,0,5,tenengrad_energy,10,22482.489017,15.519262,22459.555725,22486.233399,22495.027316,0.400807,0.000102,0.400690,0.400829,0.400897
grating_45,45,motion_l9_a45,linear_motion,,9,45,0,15,laplacian_variance,10,4585.804565,32.305205,4543.970089,4590.537417,4623.543107,1.018092,0.001784,1.015655,1.018385,1.019746
grating_45,45,motion_l9_a45,linear_motion,,9,45,0,15,tenengrad_energy,10,27238.105875,98.332514,27131.883249,27245.508545,27318.204468,0.451845,0.000807,0.450970,0.451727,0.452768
grating_45,45,motion_l9_a90,linear_motion,,9,90,45,0,laplacian_variance,10,101.110123,0.000000,101.110123,101.110123,101.110123,0.586786,0.000000,0.586786,0.586786,0.586786
grating_45,45,motion_l9_a90,linear_motion,,9,90,45,0,tenengrad_energy,10,35395.694122,0.000000,35395.694122,35395.694122,35395.694122,0.637736,0.000000,0.637736,0.637736,0.637736
grating_45,45,motion_l9_a90,linear_motion,,9,90,45,5,laplacian_variance,10,603.897851,3.429098,600.501082,603.885527,608.400892,0.894520,0.001604,0.892069,0.894749,0.896201
grating_45,45,motion_l9_a90,linear_motion,,9,90,45,5,tenengrad_energy,10,35990.335214,19.295433,35959.646759,35996.181244,36002.676200,0.641618,0.000070,0.641539,0.641625,0.641691
grating_45,45,motion_l9_a90,linear_motion,,9,90,45,15,laplacian_variance,10,4616.146652,33.017646,4574.429854,4622.337441,4656.754990,1.024827,0.001491,1.022879,1.024993,1.026390
grating_45,45,motion_l9_a90,linear_motion,,9,90,45,15,tenengrad_energy,10,40728.589972,115.455366,40603.513656,40721.900147,40832.019241,0.675636,0.000635,0.674886,0.675596,0.676242
grating_45,45,motion_l9_a135,linear_motion,,9,135,90,0,laplacian_variance,10,141.435669,0.000000,141.435669,141.435669,141.435669,0.820813,0.000000,0.820813,0.820813,0.820813
grating_45,45,motion_l9_a135,linear_motion,,9,135,90,0,tenengrad_energy,10,53399.044464,0.000000,53399.044464,53399.044464,53399.044464,0.962108,0.000000,0.962108,0.962108,0.962108
grating_45,45,motion_l9_a135,linear_motion,,9,135,90,5,laplacian_variance,10,644.233242,3.344051,640.745430,644.415984,648.686956,0.954268,0.001199,0.952914,0.954432,0.955561
grating_45,45,motion_l9_a135,linear_motion,,9,135,90,5,tenengrad_energy,10,53991.970615,24.397538,53953.877282,54002.260849,54006.952127,0.962542,0.000051,0.962479,0.962541,0.962610
grating_45,45,motion_l9_a135,linear_motion,,9,135,90,15,laplacian_variance,10,4504.801016,32.298397,4460.661004,4513.772004,4538.366233,1.000106,0.000783,0.999396,1.000204,1.000833
grating_45,45,motion_l9_a135,linear_motion,,9,135,90,15,tenengrad_energy,10,58279.000650,119.941939,58164.093698,58264.616913,58395.915072,0.966776,0.000199,0.966517,0.966804,0.967012
grating_45,45,motion_l15_a0,linear_motion,,15,0,45,0,laplacian_variance,10,37.523849,0.000000,37.523849,37.523849,37.523849,0.217767,0.000000,0.217767,0.217767,0.217767
grating_45,45,motion_l15_a0,linear_motion,,15,0,45,0,tenengrad_energy,10,12827.078400,0.000000,12827.078400,12827.078400,12827.078400,0.231110,0.000000,0.231110,0.231110,0.231110
grating_45,45,motion_l15_a0,linear_motion,,15,0,45,5,laplacian_variance,10,540.049956,3.363919,536.168003,539.469007,544.622960,0.799943,0.001314,0.798454,0.800320,0.801181
grating_45,45,motion_l15_a0,linear_motion,,15,0,45,5,tenengrad_energy,10,13424.839884,12.525457,13408.350122,13428.634674,13437.485306,0.239331,0.000116,0.239212,0.239343,0.239477
grating_45,45,motion_l15_a0,linear_motion,,15,0,45,15,laplacian_variance,10,4560.116673,32.881661,4517.913507,4565.182437,4598.261825,1.012388,0.001683,1.010858,1.012039,1.013910
grating_45,45,motion_l15_a0,linear_motion,,15,0,45,15,tenengrad_energy,10,18181.234427,79.945749,18102.619443,18182.003861,18249.000119,0.301603,0.000766,0.300890,0.301596,0.302257
grating_45,45,motion_l15_a45,linear_motion,,15,45,0,0,laplacian_variance,10,16.311096,0.000000,16.311096,16.311096,16.311096,0.094660,0.000000,0.094660,0.094660,0.094660
grating_45,45,motion_l15_a45,linear_motion,,15,45,0,0,tenengrad_energy,10,1659.135345,0.000000,1659.135345,1659.135345,1659.135345,0.029893,0.000000,0.029893,0.029893,0.029893
grating_45,45,motion_l15_a45,linear_motion,,15,45,0,5,laplacian_variance,10,518.989020,3.043944,515.568908,518.273754,522.960658,0.768750,0.002315,0.765831,0.768975,0.771644
grating_45,45,motion_l15_a45,linear_motion,,15,45,0,5,tenengrad_energy,10,2260.439072,5.903212,2253.808673,2259.288376,2268.207633,0.040298,0.000099,0.040181,0.040290,0.040417
grating_45,45,motion_l15_a45,linear_motion,,15,45,0,15,laplacian_variance,10,4539.017893,32.223396,4496.459464,4544.664332,4575.867160,1.007705,0.001830,1.005284,1.008084,1.009167
grating_45,45,motion_l15_a45,linear_motion,,15,45,0,15,tenengrad_energy,10,7019.079349,62.807638,6955.065451,7008.949921,7082.141101,0.116437,0.000863,0.115503,0.116166,0.117380
grating_45,45,motion_l15_a90,linear_motion,,15,90,45,0,laplacian_variance,10,37.523849,0.000000,37.523849,37.523849,37.523849,0.217767,0.000000,0.217767,0.217767,0.217767
grating_45,45,motion_l15_a90,linear_motion,,15,90,45,0,tenengrad_energy,10,12827.078400,0.000000,12827.078400,12827.078400,12827.078400,0.231110,0.000000,0.231110,0.231110,0.231110
grating_45,45,motion_l15_a90,linear_motion,,15,90,45,5,laplacian_variance,10,540.102135,3.357423,536.392015,539.611541,544.258348,0.800020,0.001377,0.798570,0.800294,0.801534
grating_45,45,motion_l15_a90,linear_motion,,15,90,45,5,tenengrad_energy,10,13425.059433,10.066694,13410.646582,13426.188659,13434.841886,0.239335,0.000080,0.239230,0.239349,0.239430
grating_45,45,motion_l15_a90,linear_motion,,15,90,45,15,laplacian_variance,10,4560.400741,32.468076,4518.737364,4565.541491,4598.657203,1.012452,0.001668,1.010521,1.012322,1.013965
grating_45,45,motion_l15_a90,linear_motion,,15,90,45,15,tenengrad_energy,10,18183.159714,87.174062,18095.906735,18186.116409,18260.884479,0.301635,0.000898,0.300779,0.301488,0.302411
grating_45,45,motion_l15_a135,linear_motion,,15,135,90,0,laplacian_variance,10,143.123993,0.000000,143.123993,143.123993,143.123993,0.830611,0.000000,0.830611,0.830611,0.830611
grating_45,45,motion_l15_a135,linear_motion,,15,135,90,0,tenengrad_energy,10,52621.353973,0.000000,52621.353973,52621.353973,52621.353973,0.948096,0.000000,0.948096,0.948096,0.948096
grating_45,45,motion_l15_a135,linear_motion,,15,135,90,5,laplacian_variance,10,645.891183,3.329043,641.993474,646.175688,650.425972,0.956724,0.001117,0.955696,0.956608,0.958154
grating_45,45,motion_l15_a135,linear_motion,,15,135,90,5,tenengrad_energy,10,53214.595755,23.845816,53176.437286,53225.786896,53229.906839,0.948683,0.000071,0.948613,0.948685,0.948746
grating_45,45,motion_l15_a135,linear_motion,,15,135,90,15,laplacian_variance,10,4510.710217,33.059719,4466.021906,4519.636221,4545.884539,1.001417,0.000780,1.000810,1.001567,1.001980
grating_45,45,motion_l15_a135,linear_motion,,15,135,90,15,tenengrad_energy,10,57514.763730,119.755620,57403.286850,57496.128388,57629.322632,0.954098,0.000236,0.953842,0.954138,0.954396
grating_90,90,identity,identity,0,,,,0,laplacian_variance,10,148.981766,0.000000,148.981766,148.981766,148.981766,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,identity,identity,0,,,,0,tenengrad_energy,10,56557.937500,0.000000,56557.937500,56557.937500,56557.937500,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,identity,identity,0,,,,5,laplacian_variance,10,652.058808,3.386620,647.155047,652.808313,654.896839,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,identity,identity,0,,,,5,tenengrad_energy,10,57168.256448,30.348411,57130.747198,57176.343170,57195.371704,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,identity,identity,0,,,,15,laplacian_variance,10,4459.910330,21.091195,4439.212970,4461.204283,4479.880238,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,identity,identity,0,,,,15,tenengrad_energy,10,61344.565030,92.706098,61235.865756,61348.638290,61477.547409,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,defocus_r1,disk_defocus,1,,,,0,laplacian_variance,10,135.909088,0.000000,135.909088,135.909088,135.909088,0.912253,0.000000,0.912253,0.912253,0.912253
grating_90,90,defocus_r1,disk_defocus,1,,,,0,tenengrad_energy,10,53213.143311,0.000000,53213.143311,53213.143311,53213.143311,0.940861,0.000000,0.940861,0.940861,0.940861
grating_90,90,defocus_r1,disk_defocus,1,,,,5,laplacian_variance,10,638.991872,3.317222,634.240774,639.724631,641.988286,0.979961,0.000389,0.979569,0.979971,0.980388
grating_90,90,defocus_r1,disk_defocus,1,,,,5,tenengrad_energy,10,53823.160873,29.432313,53787.524811,53830.556976,53849.434424,0.941487,0.000018,0.941473,0.941480,0.941505
grating_90,90,defocus_r1,disk_defocus,1,,,,15,laplacian_variance,10,4510.899598,21.332430,4489.138722,4512.183133,4532.789450,1.011433,0.000265,1.011195,1.011409,1.011746
grating_90,90,defocus_r1,disk_defocus,1,,,,15,tenengrad_energy,10,58220.171521,88.971240,58116.147836,58222.279358,58344.577201,0.949068,0.000075,0.949000,0.949068,0.949124
grating_90,90,defocus_r2,disk_defocus,2,,,,0,laplacian_variance,10,121.386810,0.000000,121.386810,121.386810,121.386810,0.814776,0.000000,0.814776,0.814776,0.814776
grating_90,90,defocus_r2,disk_defocus,2,,,,0,tenengrad_energy,10,47742.750000,0.000000,47742.750000,47742.750000,47742.750000,0.844139,0.000000,0.844139,0.844139,0.844139
grating_90,90,defocus_r2,disk_defocus,2,,,,5,laplacian_variance,10,624.513982,3.272359,619.934700,625.320032,627.277094,0.957757,0.000461,0.957267,0.957850,0.958365
grating_90,90,defocus_r2,disk_defocus,2,,,,5,tenengrad_energy,10,48352.474051,28.196073,48318.848553,48358.904632,48378.029016,0.845792,0.000047,0.845749,0.845783,0.845838
grating_90,90,defocus_r2,disk_defocus,2,,,,15,laplacian_variance,10,4562.517530,21.948105,4536.839175,4564.574350,4585.471035,1.023006,0.000704,1.022282,1.023039,1.023965
grating_90,90,defocus_r2,disk_defocus,2,,,,15,tenengrad_energy,10,52951.003973,82.558746,52860.616373,52949.953796,53066.390176,0.863173,0.000196,0.862980,0.863162,0.863338
grating_90,90,defocus_r3,disk_defocus,3,,,,0,laplacian_variance,10,98.320984,0.000000,98.320984,98.320984,98.320984,0.659953,0.000000,0.659953,0.659953,0.659953
grating_90,90,defocus_r3,disk_defocus,3,,,,0,tenengrad_energy,10,38913.390625,0.000000,38913.390625,38913.390625,38913.390625,0.688027,0.000000,0.688027,0.688027,0.688027
grating_90,90,defocus_r3,disk_defocus,3,,,,5,laplacian_variance,10,601.423904,3.255171,596.868380,602.200453,604.278296,0.922345,0.000458,0.921923,0.922247,0.922958
grating_90,90,defocus_r3,disk_defocus,3,,,,5,tenengrad_energy,10,39521.741519,25.665153,39492.249768,39527.185608,39545.054883,0.691323,0.000084,0.691231,0.691321,0.691403
grating_90,90,defocus_r3,disk_defocus,3,,,,15,laplacian_variance,10,4587.534119,22.851276,4557.403732,4590.489894,4608.816883,1.028616,0.001498,1.026829,1.028497,1.030198
grating_90,90,defocus_r3,disk_defocus,3,,,,15,tenengrad_energy,10,44249.713409,73.581048,44173.303293,44247.319274,44346.477725,0.721330,0.000336,0.720978,0.721310,0.721677
grating_90,90,defocus_r5,disk_defocus,5,,,,0,laplacian_variance,10,47.160706,0.000000,47.160706,47.160706,47.160706,0.316554,0.000000,0.316554,0.316554,0.316554
grating_90,90,defocus_r5,disk_defocus,5,,,,0,tenengrad_energy,10,18561.371582,0.000000,18561.371582,18561.371582,18561.371582,0.328183,0.000000,0.328183,0.328183,0.328183
grating_90,90,defocus_r5,disk_defocus,5,,,,5,laplacian_variance,10,550.185029,3.325025,545.439074,550.931499,553.170296,0.843763,0.000920,0.842825,0.843743,0.844722
grating_90,90,defocus_r5,disk_defocus,5,,,,5,tenengrad_energy,10,19166.799496,18.499072,19146.240014,19169.296845,19183.576923,0.335270,0.000148,0.335099,0.335267,0.335405
grating_90,90,defocus_r5,disk_defocus,5,,,,15,laplacian_variance,10,4548.167235,23.541435,4517.100643,4551.378807,4568.437533,1.019788,0.001834,1.017697,1.019446,1.021766
grating_90,90,defocus_r5,disk_defocus,5,,,,15,tenengrad_energy,10,23931.568677,55.465655,23877.002494,23925.597428,24003.127805,0.390117,0.000467,0.389573,0.390088,0.390651
grating_90,90,motion_l5_a0,linear_motion,,5,0,90,0,laplacian_variance,10,148.981766,0.000000,148.981766,148.981766,148.981766,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,motion_l5_a0,linear_motion,,5,0,90,0,tenengrad_energy,10,56557.937500,0.000000,56557.937500,56557.937500,56557.937500,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,motion_l5_a0,linear_motion,,5,0,90,5,laplacian_variance,10,652.058808,3.386620,647.155047,652.808313,654.896839,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,motion_l5_a0,linear_motion,,5,0,90,5,tenengrad_energy,10,57168.256448,30.348411,57130.747198,57176.343170,57195.371704,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,motion_l5_a0,linear_motion,,5,0,90,15,laplacian_variance,10,4459.910330,21.091195,4439.212970,4461.204283,4479.880238,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,motion_l5_a0,linear_motion,,5,0,90,15,tenengrad_energy,10,61344.565030,92.706098,61235.865756,61348.638290,61477.547409,1.000000,0.000000,1.000000,1.000000,1.000000
grating_90,90,motion_l5_a45,linear_motion,,5,45,45,0,laplacian_variance,10,125.589935,0.000000,125.589935,125.589935,125.589935,0.842989,0.000000,0.842989,0.842989,0.842989
grating_90,90,motion_l5_a45,linear_motion,,5,45,45,0,tenengrad_energy,10,49408.000000,0.000000,49408.000000,49408.000000,49408.000000,0.873582,0.000000,0.873582,0.873582,0.873582
grating_90,90,motion_l5_a45,linear_motion,,5,45,45,5,laplacian_variance,10,628.695965,3.275428,624.045626,629.503352,631.454091,0.964171,0.000372,0.963787,0.964125,0.964732
grating_90,90,motion_l5_a45,linear_motion,,5,45,45,5,tenengrad_energy,10,50017.672464,28.692641,49983.641547,50024.654877,50043.313916,0.874920,0.000040,0.874879,0.874918,0.874954
grating_90,90,motion_l5_a45,linear_motion,,5,45,45,15,laplacian_variance,10,4548.654497,21.453347,4525.031460,4550.465277,4571.099743,1.019898,0.000475,1.019258,1.019934,1.020488
grating_90,90,motion_l5_a45,linear_motion,,5,45,45,15,tenengrad_energy,10,54562.589420,84.622042,54467.022336,54565.076385,54678.028821,0.889445,0.000149,0.889284,0.889433,0.889595
grating_90,90,motion_l5_a90,linear_motion,,5,90,0,0,laplacian_variance,10,112.970444,0.000000,112.970444,112.970444,112.970444,0.758284,0.000000,0.758284,0.758284,0.758284
grating_90,90,motion_l5_a90,linear_motion,,5,90,0,0,tenengrad_energy,10,44465.798096,0.000000,44465.798096,44465.798096,44465.798096,0.786199,0.000000,0.786199,0.786199,0.786199
grating_90,90,motion_l5_a90,linear_motion,,5,90,0,5,laplacian_variance,10,616.041168,3.243420,611.415759,616.999413,618.698215,0.944763,0.000430,0.944264,0.944809,0.945364
grating_90,90,motion_l5_a90,linear_motion,,5,90,0,5,tenengrad_energy,10,45074.783756,26.785536,45042.927508,45081.562958,45098.693177,0.788458,0.000052,0.788414,0.788457,0.788502
grating_90,90,motion_l5_a90,linear_motion,,5,90,0,15,laplacian_variance,10,4579.836771,22.153519,4552.748316,4582.585158,4601.765800,1.026890,0.000997,1.025627,1.026931,1.028177
grating_90,90,motion_l5_a90,linear_motion,,5,90,0,15,tenengrad_energy,10,49744.900952,79.428894,49658.650229,49745.160461,49852.026663,0.810910,0.000252,0.810669,0.810889,0.811147
grating_90,90,motion_l5_a135,linear_motion,,5,135,45,0,laplacian_variance,10,125.589935,0.000000,125.589935,125.589935,125.589935,0.842989,0.000000,0.842989,0.842989,0.842989
grating_90,90,motion_l5_a135,linear_motion,,5,135,45,0,tenengrad_energy,10,49408.000000,0.000000,49408.000000,49408.000000,49408.000000,0.873582,0.000000,0.873582,0.873582,0.873582
grating_90,90,motion_l5_a135,linear_motion,,5,135,45,5,laplacian_variance,10,628.695965,3.275428,624.045626,629.503352,631.454091,0.964171,0.000372,0.963787,0.964125,0.964732
grating_90,90,motion_l5_a135,linear_motion,,5,135,45,5,tenengrad_energy,10,50017.672464,28.692641,49983.641547,50024.654877,50043.313916,0.874920,0.000040,0.874879,0.874918,0.874954
