pattern,noise_std,trial,seed,configuration,window_size,stride,metric,positive_window_count,minimum_ratio,minimum_ratio_window_coverage,average_precision
vertical_bars,5,5,20271927,fine_32,32,16,laplacian_variance,21,0.063558,1.000000,1.000000
vertical_bars,5,5,20271927,fine_32,32,16,tenengrad_energy,21,0.141663,1.000000,1.000000
vertical_bars,5,6,20271928,overlap_64,64,32,laplacian_variance,5,0.047326,1.000000,1.000000
vertical_bars,5,6,20271928,overlap_64,64,32,tenengrad_energy,5,0.130778,1.000000,1.000000
vertical_bars,5,6,20271928,fine_32,32,16,laplacian_variance,21,0.061838,1.000000,1.000000
vertical_bars,5,6,20271928,fine_32,32,16,tenengrad_energy,21,0.141432,1.000000,1.000000
vertical_bars,5,7,20271929,overlap_64,64,32,laplacian_variance,5,0.049528,1.000000,1.000000
vertical_bars,5,7,20271929,overlap_64,64,32,tenengrad_energy,5,0.131498,1.000000,1.000000
vertical_bars,5,7,20271929,fine_32,32,16,laplacian_variance,21,0.064809,1.000000,1.000000
vertical_bars,5,7,20271929,fine_32,32,16,tenengrad_energy,21,0.142354,1.000000,1.000000
vertical_bars,5,8,20271930,overlap_64,64,32,laplacian_variance,5,0.048735,1.000000,1.000000
vertical_bars,5,8,20271930,overlap_64,64,32,tenengrad_energy,5,0.130766,1.000000,1.000000
vertical_bars,5,8,20271930,fine_32,32,16,laplacian_variance,21,0.061504,1.000000,1.000000
vertical_bars,5,8,20271930,fine_32,32,16,tenengrad_energy,21,0.141111,1.000000,1.000000
vertical_bars,5,9,20271931,overlap_64,64,32,laplacian_variance,5,0.047679,1.000000,1.000000
vertical_bars,5,9,20271931,overlap_64,64,32,tenengrad_energy,5,0.130861,1.000000,1.000000
vertical_bars,5,9,20271931,fine_32,32,16,laplacian_variance,21,0.058905,1.000000,1.000000
vertical_bars,5,9,20271931,fine_32,32,16,tenengrad_energy,21,0.142535,1.000000,1.000000
vertical_bars,15,0,20272922,overlap_64,64,32,laplacian_variance,5,0.322085,1.000000,1.000000
vertical_bars,15,0,20272922,overlap_64,64,32,tenengrad_energy,5,0.149701,1.000000,1.000000
vertical_bars,15,0,20272922,fine_32,32,16,laplacian_variance,21,0.358253,1.000000,1.000000
vertical_bars,15,0,20272922,fine_32,32,16,tenengrad_energy,21,0.160341,1.000000,1.000000
vertical_bars,15,1,20272923,overlap_64,64,32,laplacian_variance,5,0.329805,1.000000,1.000000
vertical_bars,15,1,20272923,overlap_64,64,32,tenengrad_energy,5,0.152019,1.000000,1.000000
vertical_bars,15,1,20272923,fine_32,32,16,laplacian_variance,21,0.373617,1.000000,1.000000
vertical_bars,15,1,20272923,fine_32,32,16,tenengrad_energy,21,0.162392,1.000000,1.000000
vertical_bars,15,2,20272924,overlap_64,64,32,laplacian_variance,5,0.328937,1.000000,1.000000
vertical_bars,15,2,20272924,overlap_64,64,32,tenengrad_energy,5,0.148960,1.000000,1.000000
vertical_bars,15,2,20272924,fine_32,32,16,laplacian_variance,21,0.389730,1.000000,1.000000
vertical_bars,15,2,20272924,fine_32,32,16,tenengrad_energy,21,0.160727,1.000000,1.000000
vertical_bars,15,3,20272925,overlap_64,64,32,laplacian_variance,5,0.342461,1.000000,1.000000
vertical_bars,15,3,20272925,overlap_64,64,32,tenengrad_energy,5,0.151132,1.000000,1.000000
vertical_bars,15,3,20272925,fine_32,32,16,laplacian_variance,21,0.357993,1.000000,1.000000
vertical_bars,15,3,20272925,fine_32,32,16,tenengrad_energy,21,0.163288,1.000000,1.000000
vertical_bars,15,4,20272926,overlap_64,64,32,laplacian_variance,5,0.330035,1.000000,1.000000
vertical_bars,15,4,20272926,overlap_64,64,32,tenengrad_energy,5,0.152409,1.000000,1.000000
vertical_bars,15,4,20272926,fine_32,32,16,laplacian_variance,21,0.381109,1.000000,1.000000
vertical_bars,15,4,20272926,fine_32,32,16,tenengrad_energy,21,0.165775,1.000000,1.000000
vertical_bars,15,5,20272927,overlap_64,64,32,laplacian_variance,5,0.329860,1.000000,1.000000
vertical_bars,15,5,20272927,overlap_64,64,32,tenengrad_energy,5,0.149779,1.000000,1.000000
vertical_bars,15,5,20272927,fine_32,32,16,laplacian_variance,21,0.358991,1.000000,1.000000
vertical_bars,15,5,20272927,fine_32,32,16,tenengrad_energy,21,0.162643,1.000000,1.000000
vertical_bars,15,6,20272928,overlap_64,64,32,laplacian_variance,5,0.325868,1.000000,1.000000
vertical_bars,15,6,20272928,overlap_64,64,32,tenengrad_energy,5,0.153336,1.000000,1.000000
vertical_bars,15,6,20272928,fine_32,32,16,laplacian_variance,21,0.333199,1.000000,1.000000
vertical_bars,15,6,20272928,fine_32,32,16,tenengrad_energy,21,0.166698,1.000000,1.000000
vertical_bars,15,7,20272929,overlap_64,64,32,laplacian_variance,5,0.331501,1.000000,1.000000
vertical_bars,15,7,20272929,overlap_64,64,32,tenengrad_energy,5,0.149667,1.000000,1.000000
vertical_bars,15,7,20272929,fine_32,32,16,laplacian_variance,21,0.365883,1.000000,1.000000
vertical_bars,15,7,20272929,fine_32,32,16,tenengrad_energy,21,0.163054,1.000000,1.000000
vertical_bars,15,8,20272930,overlap_64,64,32,laplacian_variance,5,0.315752,1.000000,1.000000
vertical_bars,15,8,20272930,overlap_64,64,32,tenengrad_energy,5,0.149623,1.000000,1.000000
vertical_bars,15,8,20272930,fine_32,32,16,laplacian_variance,21,0.359315,1.000000,1.000000
vertical_bars,15,8,20272930,fine_32,32,16,tenengrad_energy,21,0.159456,1.000000,1.000000
vertical_bars,15,9,20272931,overlap_64,64,32,laplacian_variance,5,0.326895,1.000000,1.000000
vertical_bars,15,9,20272931,overlap_64,64,32,tenengrad_energy,5,0.150719,1.000000,1.000000
vertical_bars,15,9,20272931,fine_32,32,16,laplacian_variance,21,0.357711,1.000000,1.000000
vertical_bars,15,9,20272931,fine_32,32,16,tenengrad_energy,21,0.162580,1.000000,1.000000
concentric_tiles,0,0,20280922,overlap_64,64,32,laplacian_variance,5,0.001170,1.000000,1.000000
concentric_tiles,0,0,20280922,overlap_64,64,32,tenengrad_energy,5,0.027436,1.000000,1.000000
concentric_tiles,0,0,20280922,fine_32,32,16,laplacian_variance,21,0.001340,1.000000,1.000000
concentric_tiles,0,0,20280922,fine_32,32,16,tenengrad_energy,21,0.027538,1.000000,1.000000
concentric_tiles,0,1,20280923,overlap_64,64,32,laplacian_variance,5,0.001170,1.000000,1.000000
concentric_tiles,0,1,20280923,overlap_64,64,32,tenengrad_energy,5,0.027436,1.000000,1.000000
concentric_tiles,0,1,20280923,fine_32,32,16,laplacian_variance,21,0.001340,1.000000,1.000000
concentric_tiles,0,1,20280923,fine_32,32,16,tenengrad_energy,21,0.027538,1.000000,1.000000
concentric_tiles,0,2,20280924,overlap_64,64,32,laplacian_variance,5,0.001170,1.000000,1.000000
concentric_tiles,0,2,20280924,overlap_64,64,32,tenengrad_energy,5,0.027436,1.000000,1.000000
concentric_tiles,0,2,20280924,fine_32,32,16,laplacian_variance,21,0.001340,1.000000,1.000000
concentric_tiles,0,2,20280924,fine_32,32,16,tenengrad_energy,21,0.027538,1.000000,1.000000
concentric_tiles,0,3,20280925,overlap_64,64,32,laplacian_variance,5,0.001170,1.000000,1.000000
concentric_tiles,0,3,20280925,overlap_64,64,32,tenengrad_energy,5,0.027436,1.000000,1.000000
concentric_tiles,0,3,20280925,fine_32,32,16,laplacian_variance,21,0.001340,1.000000,1.000000
concentric_tiles,0,3,20280925,fine_32,32,16,tenengrad_energy,21,0.027538,1.000000,1.000000
concentric_tiles,0,4,20280926,overlap_64,64,32,laplacian_variance,5,0.001170,1.000000,1.000000
concentric_tiles,0,4,20280926,overlap_64,64,32,tenengrad_energy,5,0.027436,1.000000,1.000000
concentric_tiles,0,4,20280926,fine_32,32,16,laplacian_variance,21,0.001340,1.000000,1.000000
concentric_tiles,0,4,20280926,fine_32,32,16,tenengrad_energy,21,0.027538,1.000000,1.000000
concentric_tiles,0,5,20280927,overlap_64,64,32,laplacian_variance,5,0.001170,1.000000,1.000000
concentric_tiles,0,5,20280927,overlap_64,64,32,tenengrad_energy,5,0.027436,1.000000,1.000000
concentric_tiles,0,5,20280927,fine_32,32,16,laplacian_variance,21,0.001340,1.000000,1.000000
concentric_tiles,0,5,20280927,fine_32,32,16,tenengrad_energy,21,0.027538,1.000000,1.000000
concentric_tiles,0,6,20280928,overlap_64,64,32,laplacian_variance,5,0.001170,1.000000,1.000000
concentric_tiles,0,6,20280928,overlap_64,64,32,tenengrad_energy,5,0.027436,1.000000,1.000000
concentric_tiles,0,6,20280928,fine_32,32,16,laplacian_variance,21,0.001340,1.000000,1.000000
concentric_tiles,0,6,20280928,fine_32,32,16,tenengrad_energy,21,0.027538,1.000000,1.000000
concentric_tiles,0,7,20280929,overlap_64,64,32,laplacian_variance,5,0.001170,1.000000,1.000000
concentric_tiles,0,7,20280929,overlap_64,64,32,tenengrad_energy,5,0.027436,1.000000,1.000000
concentric_tiles,0,7,20280929,fine_32,32,16,laplacian_variance,21,0.001340,1.000000,1.000000
concentric_tiles,0,7,20280929,fine_32,32,16,tenengrad_energy,21,0.027538,1.000000,1.000000
concentric_tiles,0,8,20280930,overlap_64,64,32,laplacian_variance,5,0.001170,1.000000,1.000000
concentric_tiles,0,8,20280930,overlap_64,64,32,tenengrad_energy,5,0.027436,1.000000,1.000000
concentric_tiles,0,8,20280930,fine_32,32,16,laplacian_variance,21,0.001340,1.000000,1.000000
concentric_tiles,0,8,20280930,fine_32,32,16,tenengrad_energy,21,0.027538,1.000000,1.000000
concentric_tiles,0,9,20280931,overlap_64,64,32,laplacian_variance,5,0.001170,1.000000,1.000000
concentric_tiles,0,9,20280931,overlap_64,64,32,tenengrad_energy,5,0.027436,1.000000,1.000000
concentric_tiles,0,9,20280931,fine_32,32,16,laplacian_variance,21,0.001340,1.000000,1.000000
concentric_tiles,0,9,20280931,fine_32,32,16,tenengrad_energy,21,0.027538,1.000000,1.000000
concentric_tiles,5,0,20281922,overlap_64,64,32,laplacian_variance,5,0.017019,1.000000,1.000000
concentric_tiles,5,0,20281922,overlap_64,64,32,tenengrad_energy,5,0.029934,1.000000,1.000000
concentric_tiles,5,0,20281922,fine_32,32,16,laplacian_variance,21,0.013621,1.000000,1.000000
concentric_tiles,5,0,20281922,fine_32,32,16,tenengrad_energy,21,0.029532,1.000000,1.000000
concentric_tiles,5,1,20281923,overlap_64,64,32,laplacian_variance,5,0.016025,1.000000,1.000000
concentric_tiles,5,1,20281923,overlap_64,64,32,tenengrad_energy,5,0.029984,1.000000,1.000000
concentric_tiles,5,1,20281923,fine_32,32,16,laplacian_variance,21,0.012007,1.000000,1.000000
concentric_tiles,5,1,20281923,fine_32,32,16,tenengrad_energy,21,0.029719,1.000000,1.000000
concentric_tiles,5,2,20281924,overlap_64,64,32,laplacian_variance,5,0.017118,1.000000,1.000000
concentric_tiles,5,2,20281924,overlap_64,64,32,tenengrad_energy,5,0.030251,1.000000,1.000000
concentric_tiles,5,2,20281924,fine_32,32,16,laplacian_variance,21,0.014208,1.000000,1.000000
concentric_tiles,5,2,20281924,fine_32,32,16,tenengrad_energy,21,0.029902,1.000000,1.000000
concentric_tiles,5,3,20281925,overlap_64,64,32,laplacian_variance,5,0.017410,1.000000,1.000000
concentric_tiles,5,3,20281925,overlap_64,64,32,tenengrad_energy,5,0.030000,1.000000,1.000000
concentric_tiles,5,3,20281925,fine_32,32,16,laplacian_variance,21,0.013216,1.000000,1.000000
concentric_tiles,5,3,20281925,fine_32,32,16,tenengrad_energy,21,0.029298,1.000000,1.000000
concentric_tiles,5,4,20281926,overlap_64,64,32,laplacian_variance,5,0.016187,1.000000,1.000000
concentric_tiles,5,4,20281926,overlap_64,64,32,tenengrad_energy,5,0.029775,1.000000,1.000000
concentric_tiles,5,4,20281926,fine_32,32,16,laplacian_variance,21,0.013018,1.000000,1.000000
concentric_tiles,5,4,20281926,fine_32,32,16,tenengrad_energy,21,0.029666,1.000000,1.000000
concentric_tiles,5,5,20281927,overlap_64,64,32,laplacian_variance,5,0.016918,1.000000,1.000000
concentric_tiles,5,5,20281927,overlap_64,64,32,tenengrad_energy,5,0.029848,1.000000,1.000000
concentric_tiles,5,5,20281927,fine_32,32,16,laplacian_variance,21,0.012550,1.000000,1.000000
concentric_tiles,5,5,20281927,fine_32,32,16,tenengrad_energy,21,0.029589,1.000000,1.000000
concentric_tiles,5,6,20281928,overlap_64,64,32,laplacian_variance,5,0.016558,1.000000,1.000000
concentric_tiles,5,6,20281928,overlap_64,64,32,tenengrad_energy,5,0.029365,1.000000,1.000000
concentric_tiles,5,6,20281928,fine_32,32,16,laplacian_variance,21,0.013425,1.000000,1.000000
concentric_tiles,5,6,20281928,fine_32,32,16,tenengrad_energy,21,0.029009,1.000000,1.000000
concentric_tiles,5,7,20281929,overlap_64,64,32,laplacian_variance,5,0.016775,1.000000,1.000000
concentric_tiles,5,7,20281929,overlap_64,64,32,tenengrad_energy,5,0.030565,1.000000,1.000000
concentric_tiles,5,7,20281929,fine_32,32,16,laplacian_variance,21,0.013163,1.000000,1.000000
concentric_tiles,5,7,20281929,fine_32,32,16,tenengrad_energy,21,0.030033,1.000000,1.000000
concentric_tiles,5,8,20281930,overlap_64,64,32,laplacian_variance,5,0.016200,1.000000,1.000000
concentric_tiles,5,8,20281930,overlap_64,64,32,tenengrad_energy,5,0.029800,1.000000,1.000000
concentric_tiles,5,8,20281930,fine_32,32,16,laplacian_variance,21,0.013206,1.000000,1.000000
concentric_tiles,5,8,20281930,fine_32,32,16,tenengrad_energy,21,0.029580,1.000000,1.000000
concentric_tiles,5,9,20281931,overlap_64,64,32,laplacian_variance,5,0.015836,1.000000,1.000000
concentric_tiles,5,9,20281931,overlap_64,64,32,tenengrad_energy,5,0.029912,1.000000,1.000000
concentric_tiles,5,9,20281931,fine_32,32,16,laplacian_variance,21,0.012672,1.000000,1.000000
concentric_tiles,5,9,20281931,fine_32,32,16,tenengrad_energy,21,0.029475,1.000000,1.000000
concentric_tiles,15,0,20282922,overlap_64,64,32,laplacian_variance,5,0.143798,1.000000,1.000000
concentric_tiles,15,0,20282922,overlap_64,64,32,tenengrad_energy,5,0.051013,1.000000,1.000000
concentric_tiles,15,0,20282922,fine_32,32,16,laplacian_variance,21,0.110128,1.000000,1.000000
concentric_tiles,15,0,20282922,fine_32,32,16,tenengrad_energy,21,0.049623,1.000000,1.000000
concentric_tiles,15,1,20282923,overlap_64,64,32,laplacian_variance,5,0.138006,1.000000,1.000000
concentric_tiles,15,1,20282923,overlap_64,64,32,tenengrad_energy,5,0.049401,1.000000,1.000000
concentric_tiles,15,1,20282923,fine_32,32,16,laplacian_variance,21,0.102051,1.000000,1.000000
concentric_tiles,15,1,20282923,fine_32,32,16,tenengrad_energy,21,0.047645,1.000000,1.000000
concentric_tiles,15,2,20282924,overlap_64,64,32,laplacian_variance,5,0.140321,1.000000,1.000000
concentric_tiles,15,2,20282924,overlap_64,64,32,tenengrad_energy,5,0.050738,1.000000,1.000000
concentric_tiles,15,2,20282924,fine_32,32,16,laplacian_variance,21,0.096630,1.000000,1.000000
concentric_tiles,15,2,20282924,fine_32,32,16,tenengrad_energy,21,0.047207,1.000000,1.000000
concentric_tiles,15,3,20282925,overlap_64,64,32,laplacian_variance,5,0.135164,1.000000,1.000000
concentric_tiles,15,3,20282925,overlap_64,64,32,tenengrad_energy,5,0.051098,1.000000,1.000000
concentric_tiles,15,3,20282925,fine_32,32,16,laplacian_variance,21,0.107500,1.000000,1.000000
concentric_tiles,15,3,20282925,fine_32,32,16,tenengrad_energy,21,0.048715,1.000000,1.000000
concentric_tiles,15,4,20282926,overlap_64,64,32,laplacian_variance,5,0.138461,1.000000,1.000000
concentric_tiles,15,4,20282926,overlap_64,64,32,tenengrad_energy,5,0.049244,1.000000,1.000000
concentric_tiles,15,4,20282926,fine_32,32,16,laplacian_variance,21,0.101494,1.000000,1.000000
concentric_tiles,15,4,20282926,fine_32,32,16,tenengrad_energy,21,0.046027,1.000000,1.000000
concentric_tiles,15,5,20282927,overlap_64,64,32,laplacian_variance,5,0.142311,1.000000,1.000000
concentric_tiles,15,5,20282927,overlap_64,64,32,tenengrad_energy,5,0.050028,1.000000,1.000000
concentric_tiles,15,5,20282927,fine_32,32,16,laplacian_variance,21,0.106025,1.000000,1.000000
concentric_tiles,15,5,20282927,fine_32,32,16,tenengrad_energy,21,0.048393,1.000000,1.000000
concentric_tiles,15,6,20282928,overlap_64,64,32,laplacian_variance,5,0.135705,1.000000,1.000000
concentric_tiles,15,6,20282928,overlap_64,64,32,tenengrad_energy,5,0.049331,1.000000,1.000000
concentric_tiles,15,6,20282928,fine_32,32,16,laplacian_variance,21,0.103087,1.000000,1.000000
concentric_tiles,15,6,20282928,fine_32,32,16,tenengrad_energy,21,0.046817,1.000000,1.000000
concentric_tiles,15,7,20282929,overlap_64,64,32,laplacian_variance,5,0.142277,1.000000,1.000000
concentric_tiles,15,7,20282929,overlap_64,64,32,tenengrad_energy,5,0.049995,1.000000,1.000000
concentric_tiles,15,7,20282929,fine_32,32,16,laplacian_variance,21,0.103421,1.000000,1.000000
concentric_tiles,15,7,20282929,fine_32,32,16,tenengrad_energy,21,0.049718,1.000000,1.000000
concentric_tiles,15,8,20282930,overlap_64,64,32,laplacian_variance,5,0.140064,1.000000,1.000000
concentric_tiles,15,8,20282930,overlap_64,64,32,tenengrad_energy,5,0.050470,1.000000,1.000000
concentric_tiles,15,8,20282930,fine_32,32,16,laplacian_variance,21,0.106073,1.000000,1.000000
concentric_tiles,15,8,20282930,fine_32,32,16,tenengrad_energy,21,0.047684,1.000000,1.000000
concentric_tiles,15,9,20282931,overlap_64,64,32,laplacian_variance,5,0.138580,1.000000,1.000000
concentric_tiles,15,9,20282931,overlap_64,64,32,tenengrad_energy,5,0.050845,1.000000,1.000000
concentric_tiles,15,9,20282931,fine_32,32,16,laplacian_variance,21,0.111177,1.000000,1.000000
concentric_tiles,15,9,20282931,fine_32,32,16,tenengrad_energy,21,0.047997,1.000000,1.000000
